Time	Roll
0:01:59.973	7.2975
0:02:00.011	10.0125
0:02:00.011	8.8575
0:02:00.064	14.1075
0:02:00.064	12.78
0:02:00.064	11.2725
0:02:00.113	12.1125
0:02:00.113	7.635
0:02:00.158	8.6625
0:02:00.158	8.52
0:02:00.158	5.6475
0:02:00.158	5.5425
0:02:00.197	13.0425
0:02:00.197	11.1
0:02:00.239	16.32
0:02:00.239	15.09
0:02:00.282	13.38
0:02:00.282	7.815
0:02:00.329	13.3725
0:02:00.329	9.3375
0:02:00.329	7.0575
0:02:00.329	6.2175
0:02:00.367	13.485
0:02:00.367	10.71
0:02:00.367	8.985
0:02:00.409	8.55
0:02:00.409	7.6425
0:02:00.409	7.4775
0:02:00.446	7.5675
0:02:00.446	7.425
0:02:00.446	6.6975
0:02:00.484	7.845
0:02:00.484	6.2475
0:02:00.484	4.7925
0:02:00.521	6.09
0:02:00.521	5.0925
0:02:00.521	4.9275
0:02:00.557	5.3325
0:02:00.557	4.995
0:02:00.557	4.4925
0:02:00.596	3.7125
0:02:00.596	3.7125
0:02:00.596	3.5775
0:02:00.636	4.2525
0:02:00.636	3.8475
0:02:00.636	3.4275
0:02:00.675	4.095
0:02:00.675	3.81
0:02:00.696	3.5925
0:02:00.716	3.8175
0:02:00.736	4.7325
0:02:00.774	5.445
0:02:00.774	5.3775
0:02:00.809	5.145
0:02:00.829	3.9975
0:02:00.867	1.8675
0:02:00.867	-0.8925
0:02:00.886	-3.7125
0:02:00.905	-5.9925
0:02:00.925	-7.7175
0:02:00.945	-9.255
0:02:00.983	-10.86
0:02:00.983	-12.0375
0:02:01.024	-13.4175
0:02:01.024	-14.4375
0:02:01.024	-15.4425
0:02:01.045	-16.47
0:02:01.083	-17.565
0:02:01.123	-18.795
0:02:01.123	-19.71
0:02:01.123	-20.655
0:02:01.158	-16.9275
0:02:01.197	-10.8
0:02:01.197	-11.4675
0:02:01.197	-13.92
0:02:01.237	-8.16
0:02:01.237	-10.275
0:02:01.237	-13.23
0:02:01.275	-7.065
0:02:01.275	-7.7925
0:02:01.275	-9.0375
0:02:01.320	-3.72
0:02:01.320	-5.91
0:02:01.320	-8.0925
0:02:01.359	-1.635
0:02:01.359	-1.8975
0:02:01.395	-0.7875
0:02:01.395	-2.175
0:02:01.395	-3.255
0:02:01.415	1.7625
0:02:01.415	1.02
0:02:01.437	-2.1075
0:02:01.481	-3.0075
0:02:01.481	-3.645
0:02:01.524	-4.035
0:02:01.524	-4.0725
0:02:01.561	-3.45
0:02:01.561	-3.72
0:02:01.600	-3.6225
0:02:01.600	-4.125
0:02:01.644	-4.545
0:02:01.644	-4.9125
0:02:01.681	-3.8925
0:02:01.681	-4.11
0:02:01.721	-1.4775
0:02:01.721	-3.945
0:02:01.760	2.175
0:02:01.760	0.6225
0:02:01.780	2.34
0:02:01.819	6.3225
0:02:01.819	3.99
0:02:01.857	12.255
0:02:01.857	9.09
0:02:01.878	14.8425
0:02:01.897	16.8975
0:02:01.917	18.66
0:02:01.938	19.71
0:02:01.957	16.305
0:02:01.978	11.7525
0:02:01.998	8.2275
0:02:01.998	7.4625
0:02:02.041	11.1225
0:02:02.041	9.645
0:02:02.077	6.45
0:02:02.077	5.1225
0:02:02.116	3.315
0:02:02.157	2.2275
0:02:02.157	1.6275
0:02:02.157	1.05
0:02:02.157	0.045
0:02:02.194	-0.5925
0:02:02.194	-1.0425
0:02:02.236	-0.015
0:02:02.236	-0.045
0:02:02.236	-0.6975
0:02:02.257	-0.5475
0:02:02.295	-0.285
0:02:02.295	-0.57
0:02:02.335	-0.1425
0:02:02.335	-0.375
0:02:02.375	-1.0125
0:02:02.375	-1.965
0:02:02.413	-3.075
0:02:02.413	-4.1925
0:02:02.432	-5.3025
0:02:02.449	-6.9075
0:02:02.503	-11.37
0:02:02.520	-13.305
0:02:02.554	-14.9925
0:02:02.572	-14.3475
0:02:02.604	-12.0075
0:02:02.604	-13.065
0:02:02.624	-10.575
0:02:02.624	-11.0925
0:02:02.658	-9.99
0:02:02.658	-11.34
0:02:02.678	-7.155
0:02:02.711	-8.115
0:02:02.711	-8.985
0:02:02.746	-7.77
0:02:02.746	-8.6775
0:02:02.781	-7.875
0:02:02.781	-8.4825
0:02:02.781	-8.895
0:02:02.817	-7.7625
0:02:02.817	-8.8275
0:02:02.835	-9.3075
0:02:02.868	-6.2325
0:02:02.886	-2.4525
0:02:02.920	-1.305
0:02:02.920	-2.3625
0:02:02.920	-3.435
0:02:02.938	-2.49
0:02:02.972	-1.4925
0:02:02.972	-2.655
0:02:02.989	4.665
0:02:03.024	5.3025
0:02:03.024	4.32
0:02:03.043	5.5875
0:02:03.078	6.4575
0:02:03.097	7.545
0:02:03.130	8.1825
0:02:03.130	7.98
0:02:03.148	9.0075
0:02:03.166	9.8025
0:02:03.201	10.71
0:02:03.220	11.5725
0:02:03.238	12.4725
0:02:03.274	13.6575
0:02:03.274	11.1525
0:02:03.293	7.6125
0:02:03.329	10.47
0:02:03.329	7.86
0:02:03.329	6.5775
0:02:03.362	9.675
0:02:03.362	8.31
0:02:03.380	5.055
0:02:03.380	2.355
0:02:03.415	1.5525
0:02:03.415	0.87
0:02:03.449	7.575
0:02:03.449	5.295
0:02:03.449	4.59
0:02:03.467	6.315
0:02:03.503	8.445
0:02:03.536	6.9075
0:02:03.536	5.475
0:02:03.570	8.385
0:02:03.570	6.72
0:02:03.570	5.8875
0:02:03.604	5.3325
0:02:03.604	3.885
0:02:03.622	4.3275
0:02:03.622	2.4825
0:02:03.655	2.295
0:02:03.672	1.4625
0:02:03.690	-0.24
0:02:03.724	0.8175
0:02:03.724	0.285
0:02:03.761	1.4025
0:02:03.761	1.35
0:02:03.778	0.0375
0:02:03.812	-0.66
0:02:03.830	-1.8375
0:02:03.862	-3.135
0:02:03.862	-4.4325
0:02:03.880	-5.7675
0:02:03.913	-7.3425
0:02:03.913	-8.655
0:02:03.950	-10.395
0:02:03.985	-12.225
0:02:03.985	-14.2875
0:02:04.019	-16.4025
0:02:04.019	-18.12
0:02:04.052	-19.77
0:02:04.052	-21.2475
0:02:04.070	-22.74
0:02:04.089	-19.5
0:02:04.108	-16.275
0:02:04.142	-13.4775
0:02:04.142	-13.845
0:02:04.177	-10.95
0:02:04.177	-14.4525
0:02:04.177	-16.335
0:02:04.196	-9.2325
0:02:04.231	-9.8925
0:02:04.231	-12.51
0:02:04.266	-10.8075
0:02:04.266	-11.4975
0:02:04.266	-14.175
0:02:04.299	-12.2925
0:02:04.299	-13.59
0:02:04.335	-10.9275
0:02:04.335	-11.4675
0:02:04.335	-11.685
0:02:04.370	-1.7625
0:02:04.370	-3.645
0:02:04.404	-1.4925
0:02:04.404	-2.0475
0:02:04.404	-2.76
0:02:04.439	-0.255
0:02:04.439	-1.6725
0:02:04.476	0.915
0:02:04.476	0.555
0:02:04.476	0.42
0:02:04.516	0.06
0:02:04.516	-0.0075
0:02:04.516	-0.1725
0:02:04.550	-0.3825
0:02:04.568	-0.3825
0:02:04.604	0.165
0:02:04.604	0.15
0:02:04.621	-0.3975
0:02:04.659	-1.14
0:02:04.659	-1.3125
0:02:04.679	-0.9075
0:02:04.714	-0.54
0:02:04.749	4.5825
0:02:04.749	2.19
